ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP5_pop_WPOP20_C5,RP5_pop_WPOP20_C4,RP5_pop_WPOP20_C3,RP5_pop_WPOP20_C2,RP5_pop_WPOP20_C1,RP5_pop_WPOP20_C0,RP5_pop_WPOP20_C5_EAE,RP5_pop_WPOP20_C4_EAE,RP5_pop_WPOP20_C3_EAE,RP5_pop_WPOP20_C2_EAE,RP5_pop_WPOP20_C1_EAE,RP5_pop_WPOP20_C0_EAE,RP10_pop_WPOP20_C5,RP10_pop_WPOP20_C4,RP10_pop_WPOP20_C3,RP10_pop_WPOP20_C2,RP10_pop_WPOP20_C1,RP10_pop_WPOP20_C0,RP10_pop_WPOP20_C5_EAE,RP10_pop_WPOP20_C4_EAE,RP10_pop_WPOP20_C3_EAE,RP10_pop_WPOP20_C2_EAE,RP10_pop_WPOP20_C1_EAE,RP10_pop_WPOP20_C0_EAE,RP20_pop_WPOP20_C5,RP20_pop_WPOP20_C4,RP20_pop_WPOP20_C3,RP20_pop_WPOP20_C2,RP20_pop_WPOP20_C1,RP20_pop_WPOP20_C0,RP20_pop_WPOP20_C5_EAE,RP20_pop_WPOP20_C4_EAE,RP20_pop_WPOP20_C3_EAE,RP20_pop_WPOP20_C2_EAE,RP20_pop_WPOP20_C1_EAE,RP20_pop_WPOP20_C0_EAE,RP50_pop_WPOP20_C5,RP50_pop_WPOP20_C4,RP50_pop_WPOP20_C3,RP50_pop_WPOP20_C2,RP50_pop_WPOP20_C1,RP50_pop_WPOP20_C0,RP50_pop_WPOP20_C5_EAE,RP50_pop_WPOP20_C4_EAE,RP50_pop_WPOP20_C3_EAE,RP50_pop_WPOP20_C2_EAE,RP50_pop_WPOP20_C1_EAE,RP50_pop_WPOP20_C0_EAE,RP75_pop_WPOP20_C5,RP75_pop_WPOP20_C4,RP75_pop_WPOP20_C3,RP75_pop_WPOP20_C2,RP75_pop_WPOP20_C1,RP75_pop_WPOP20_C0,RP75_pop_WPOP20_C5_EAE,RP75_pop_WPOP20_C4_EAE,RP75_pop_WPOP20_C3_EAE,RP75_pop_WPOP20_C2_EAE,RP75_pop_WPOP20_C1_EAE,RP75_pop_WPOP20_C0_EAE,RP100_pop_WPOP20_C5,RP100_pop_WPOP20_C4,RP100_pop_WPOP20_C3,RP100_pop_WPOP20_C2,RP100_pop_WPOP20_C1,RP100_pop_WPOP20_C0,RP100_pop_WPOP20_C5_EAE,RP100_pop_WPOP20_C4_EAE,RP100_pop_WPOP20_C3_EAE,RP100_pop_WPOP20_C2_EAE,RP100_pop_WPOP20_C1_EAE,RP100_pop_WPOP20_C0_EAE,RP200_pop_WPOP20_C5,RP200_pop_WPOP20_C4,RP200_pop_WPOP20_C3,RP200_pop_WPOP20_C2,RP200_pop_WPOP20_C1,RP200_pop_WPOP20_C0,RP200_pop_WPOP20_C5_EAE,RP200_pop_WPOP20_C4_EAE,RP200_pop_WPOP20_C3_EAE,RP200_pop_WPOP20_C2_EAE,RP200_pop_WPOP20_C1_EAE,RP200_pop_WPOP20_C0_EAE,RP250_pop_WPOP20_C5,RP250_pop_WPOP20_C4,RP250_pop_WPOP20_C3,RP250_pop_WPOP20_C2,RP250_pop_WPOP20_C1,RP250_pop_WPOP20_C0,RP250_pop_WPOP20_C5_EAE,RP250_pop_WPOP20_C4_EAE,RP250_pop_WPOP20_C3_EAE,RP250_pop_WPOP20_C2_EAE,RP250_pop_WPOP20_C1_EAE,RP250_pop_WPOP20_C0_EAE,RP500_pop_WPOP20_C5,RP500_pop_WPOP20_C4,RP500_pop_WPOP20_C3,RP500_pop_WPOP20_C2,RP500_pop_WPOP20_C1,RP500_pop_WPOP20_C0,RP500_pop_WPOP20_C5_EAE,RP500_pop_WPOP20_C4_EAE,RP500_pop_WPOP20_C3_EAE,RP500_pop_WPOP20_C2_EAE,RP500_pop_WPOP20_C1_EAE,RP500_pop_WPOP20_C0_EAE,RP1000_pop_WPOP20_C5,RP1000_pop_WPOP20_C4,RP1000_pop_WPOP20_C3,RP1000_pop_WPOP20_C2,RP1000_pop_WPOP20_C1,RP1000_pop_WPOP20_C0,RP1000_pop_WPOP20_C5_EAE,RP1000_pop_WPOP20_C4_EAE,RP1000_pop_WPOP20_C3_EAE,RP1000_pop_WPOP20_C2_EAE,RP1000_pop_WPOP20_C1_EAE,RP1000_pop_WPOP20_C0_EAE,pop_WPOP20_C5_EAE,pop_WPOP20_C4_EAE,pop_WPOP20_C3_EAE,pop_WPOP20_C2_EAE,pop_WPOP20_C1_EAE,pop_WPOP20_C0_EAE,pop_WPOP20_C5_EAE%,pop_WPOP20_C4_EAE%,pop_WPOP20_C3_EAE%,pop_WPOP20_C2_EAE%,pop_WPOP20_C1_EAE%,pop_WPOP20_C0_EAE%
210610,2106,21,KHM,Prey Lvea,Prey Kabbas,Takeo,Cambodia,8630.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.355,290.904,290.904,0.0,0.0,0.0,0.165,0.582,0.582,0.0,0.0,290.904,375.727,408.41,408.41,0.0,0.0,0.291,0.376,0.408,0.408,0.0,0.0,0.291,0.54,0.99,0.99,0.0,0.0,0.003,0.006,0.011,0.011
40609,406,4,KHM,Prey Mul,Rolea B'ier,Kampong Chhnang,Cambodia,4257.736,0.0,0.0,0.0,0.0,67.545,67.545,0.0,0.0,0.0,0.0,13.509,13.509,0.0,0.0,0.0,0.0,76.988,76.988,0.0,0.0,0.0,0.0,7.699,7.699,0.0,0.0,0.0,76.988,117.928,117.928,0.0,0.0,0.0,3.849,5.896,5.896,0.0,0.0,0.0,86.835,206.504,206.504,0.0,0.0,0.0,2.605,6.195,6.195,0.0,0.0,0.0,102.254,224.287,224.287,0.0,0.0,0.0,0.682,1.495,1.495,0.0,0.0,0.0,102.254,224.287,224.287,0.0,0.0,0.0,0.341,0.748,0.748,0.0,0.0,86.835,127.305,232.867,232.867,0.0,0.0,0.434,0.637,1.164,1.164,0.0,0.0,86.835,127.305,243.854,243.854,0.0,0.0,0.087,0.127,0.244,0.244,0.0,0.0,86.835,127.305,331.376,331.376,0.0,0.0,0.174,0.255,0.663,0.663,0.0,0.0,102.254,197.888,347.656,347.656,0.0,0.0,0.102,0.198,0.348,0.348,0.0,0.0,0.797,8.693,37.961,37.961,0.0,0.0,0.019,0.204,0.892,0.892
50306,503,5,KHM,Prey Nheat,Kong Pisei,Kampong Speu,Cambodia,11617.439,0.0,0.0,0.0,59.28,203.767,203.767,0.0,0.0,0.0,11.856,40.753,40.753,0.0,0.0,0.0,59.28,286.682,286.682,0.0,0.0,0.0,5.928,28.668,28.668,0.0,0.0,0.0,89.21,286.682,286.682,0.0,0.0,0.0,4.46,14.334,14.334,0.0,0.0,0.0,89.21,317.951,317.951,0.0,0.0,0.0,2.676,9.539,9.539,0.0,0.0,0.0,89.21,317.951,317.951,0.0,0.0,0.0,0.595,2.12,2.12,0.0,0.0,0.0,89.21,344.938,344.938,0.0,0.0,0.0,0.297,1.15,1.15,0.0,0.0,0.0,89.21,344.938,344.938,0.0,0.0,0.0,0.446,1.725,1.725,0.0,0.0,0.0,89.21,344.938,344.938,0.0,0.0,0.0,0.089,0.345,0.345,0.0,0.0,0.0,119.885,427.756,427.756,0.0,0.0,0.0,0.24,0.856,0.856,0.0,0.0,0.0,147.288,427.756,427.756,0.0,0.0,0.0,0.147,0.428,0.428,0.0,0.0,0.0,26.735,99.917,99.917,0.0,0.0,0.0,0.23,0.86,0.86
150505,1505,15,KHM,Prey Nhi,Pursat,Pursat,Cambodia,6572.09,0.0,0.0,97.297,339.653,718.39,718.39,0.0,0.0,19.459,67.931,143.678,143.678,0.0,292.007,495.119,777.412,1267.65,1267.65,0.0,29.201,49.512,77.741,126.765,126.765,97.297,403.616,829.118,1309.46,2924.741,2924.741,4.865,20.181,41.456,65.473,146.237,146.237,97.297,451.13,1194.427,1472.964,3785.298,3785.298,2.919,13.534,35.833,44.189,113.559,113.559,97.297,490.717,1228.581,1586.096,4336.82,4336.82,0.649,3.271,8.191,10.574,28.912,28.912,97.297,490.717,1277.933,1817.317,4456.526,4456.526,0.324,1.636,4.26,6.058,14.855,14.855,97.297,539.08,1394.193,2727.659,4827.591,4827.591,0.486,2.695,6.971,13.638,24.138,24.138,97.297,555.577,1394.193,2976.532,4827.591,4827.591,0.097,0.556,1.394,2.977,4.828,4.828,97.297,871.872,1519.213,3503.813,5215.169,5215.169,0.195,1.744,3.038,7.008,10.43,10.43,97.297,960.484,1657.496,3838.068,5262.458,5262.458,0.097,0.96,1.657,3.838,5.262,5.262,9.632,73.778,171.771,299.426,618.664,618.664,0.147,1.123,2.614,4.556,9.414,9.414
180207,1802,18,KHM,Prey Nob,Prey Nob,Preah Sihanouk,Cambodia,6635.846,0.0,0.0,0.0,0.0,80.217,80.217,0.0,0.0,0.0,0.0,16.043,16.043,0.0,0.0,0.0,0.0,157.063,157.063,0.0,0.0,0.0,0.0,15.706,15.706,0.0,0.0,0.0,0.0,233.188,233.188,0.0,0.0,0.0,0.0,11.659,11.659,0.0,0.0,0.0,0.0,693.011,693.011,0.0,0.0,0.0,0.0,20.79,20.79,0.0,0.0,0.0,80.217,820.821,820.821,0.0,0.0,0.0,0.535,5.472,5.472,0.0,0.0,0.0,157.063,820.821,820.821,0.0,0.0,0.0,0.524,2.736,2.736,0.0,0.0,0.0,157.063,871.882,871.882,0.0,0.0,0.0,0.785,4.359,4.359,0.0,0.0,0.0,157.063,871.882,871.882,0.0,0.0,0.0,0.157,0.872,0.872,0.0,0.0,0.0,233.188,871.882,871.882,0.0,0.0,0.0,0.466,1.744,1.744,0.0,0.0,0.0,307.018,871.882,871.882,0.0,0.0,0.0,0.307,0.872,0.872,0.0,0.0,0.0,2.774,80.255,80.255,0.0,0.0,0.0,0.042,1.209,1.209
210611,2106,21,KHM,Prey Phdau,Prey Kabbas,Takeo,Cambodia,10440.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.059,97.929,145.354,188.062,188.062,0.0,0.903,4.896,7.268,9.403,9.403,13.328,155.495,304.132,338.819,366.405,366.405,0.4,4.665,9.124,10.165,10.992,10.992,13.328,194.717,312.27,355.104,374.972,374.972,0.089,1.298,2.082,2.367,2.5,2.5,13.328,194.717,321.261,366.405,374.972,374.972,0.044,0.649,1.071,1.221,1.25,1.25,38.836,224.522,358.533,378.598,395.594,395.594,0.194,1.123,1.793,1.893,1.978,1.978,51.475,224.522,367.298,378.598,395.594,395.594,0.051,0.225,0.367,0.379,0.396,0.396,51.475,245.784,367.298,440.27,448.698,448.698,0.103,0.492,0.735,0.881,0.897,0.897,51.475,295.982,420.402,463.648,521.167,521.167,0.051,0.296,0.42,0.464,0.521,0.521,0.933,9.65,20.488,24.637,27.937,27.937,0.009,0.092,0.196,0.236,0.268,0.268
210106,2101,21,KHM,Prey Phkoam,Angkor Borei,Takeo,Cambodia,8148.179,33.09,423.978,845.224,1168.392,1291.213,1291.213,6.618,84.796,169.045,233.678,258.243,258.243,33.09,491.278,966.967,1246.017,1447.344,1447.344,3.309,49.128,96.697,124.602,144.734,144.734,33.09,591.108,1246.017,1447.344,1527.932,1527.932,1.654,29.555,62.301,72.367,76.397,76.397,109.278,845.224,1787.312,2204.054,2518.362,2518.362,3.278,25.357,53.619,66.122,75.551,75.551,151.898,1050.738,1928.648,2364.193,2641.519,2641.519,1.013,7.005,12.858,15.761,17.61,17.61,184.777,1083.683,2029.302,2392.599,2787.711,2787.711,0.616,3.612,6.764,7.975,9.292,9.292,303.312,1128.403,2134.072,2484.724,2965.29,2965.29,1.517,5.642,10.67,12.424,14.826,14.826,303.312,1128.403,2134.072,2518.362,2965.29,2965.29,0.303,1.128,2.134,2.518,2.965,2.965,346.775,1325.704,2299.555,2665.58,3060.957,3060.957,0.694,2.651,4.599,5.331,6.122,6.122,491.278,2029.302,2905.044,3654.389,4446.432,4446.432,0.491,2.029,2.905,3.654,4.446,4.446,19.493,210.904,421.592,544.433,610.187,610.187,0.239,2.588,5.174,6.682,7.489,7.489
140807,1408,14,KHM,Prey Pnov,Pea Reang,Prey Veng,Cambodia,12683.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.324,20.324,0.0,0.0,0.0,0.0,1.016,1.016,0.0,0.0,0.0,0.0,67.806,67.806,0.0,0.0,0.0,0.0,2.034,2.034,0.0,0.0,0.0,0.0,67.806,67.806,0.0,0.0,0.0,0.0,0.452,0.452,0.0,0.0,0.0,20.324,67.806,67.806,0.0,0.0,0.0,0.068,0.226,0.226,0.0,0.0,71.617,874.878,1498.912,1498.912,0.0,0.0,0.358,4.374,7.495,7.495,0.0,0.0,373.22,1067.533,1859.96,1859.96,0.0,0.0,0.373,1.068,1.86,1.86,0.0,0.0,927.944,1624.489,3044.237,3044.237,0.0,0.0,1.856,3.249,6.088,6.088,0.0,304.916,1436.391,2862.007,4201.986,4201.986,0.0,0.305,1.436,2.862,4.202,4.202,0.0,0.305,4.024,11.621,23.373,23.373,0.0,0.002,0.032,0.092,0.184,0.184
140312,1403,14,KHM,Prey Poun,Kampong Trabaek,Prey Veng,Cambodia,5787.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80813,808,8,KHM,Prey Puoch,Angk Snuol,Kandal,Cambodia,10025.869,0.0,0.0,0.0,0.0,161.983,161.983,0.0,0.0,0.0,0.0,32.397,32.397,0.0,0.0,0.0,336.194,1340.922,1340.922,0.0,0.0,0.0,33.619,134.092,134.092,0.0,0.0,430.435,1621.096,3441.213,3441.213,0.0,0.0,21.522,81.055,172.061,172.061,0.0,163.464,1432.0,2826.543,4955.324,4955.324,0.0,4.904,42.96,84.796,148.66,148.66,0.0,277.387,1897.163,3444.646,5788.493,5788.493,0.0,1.849,12.648,22.964,38.59,38.59,0.0,318.02,2244.854,3657.271,6205.429,6205.429,0.0,1.06,7.483,12.191,20.685,20.685,0.0,906.655,2915.884,4262.966,6699.251,6699.251,0.0,4.533,14.579,21.315,33.496,33.496,0.0,969.76,3054.355,4526.352,6876.28,6876.28,0.0,0.97,3.054,4.526,6.876,6.876,0.0,1256.184,3503.247,5355.879,7514.679,7514.679,0.0,2.512,7.006,10.712,15.029,15.029,46.673,1699.054,4187.21,5855.747,7785.524,7785.524,0.047,1.699,4.187,5.856,7.786,7.786,0.047,17.528,113.44,277.034,609.671,609.671,0.0,0.175,1.131,2.763,6.081,6.081
140505,1405,14,KHM,Prey Rumdeng,Me Sang,Prey Veng,Cambodia,6068.118,0.0,0.0,0.0,0.0,341.477,341.477,0.0,0.0,0.0,0.0,68.295,68.295,0.0,0.0,0.0,53.393,402.269,402.269,0.0,0.0,0.0,5.339,40.227,40.227,0.0,0.0,0.0,176.833,402.269,402.269,0.0,0.0,0.0,8.842,20.113,20.113,0.0,0.0,0.0,234.44,402.269,402.269,0.0,0.0,0.0,7.033,12.068,12.068,0.0,0.0,0.0,295.971,402.269,402.269,0.0,0.0,0.0,1.973,2.682,2.682,0.0,0.0,0.0,341.477,402.269,402.269,0.0,0.0,0.0,1.138,1.341,1.341,0.0,0.0,53.393,402.269,512.348,512.348,0.0,0.0,0.267,2.011,2.562,2.562,0.0,0.0,53.393,402.269,512.348,512.348,0.0,0.0,0.053,0.402,0.512,0.512,0.0,0.0,53.393,402.269,714.481,714.481,0.0,0.0,0.107,0.805,1.429,1.429,0.0,0.0,157.514,402.269,714.481,714.481,0.0,0.0,0.158,0.402,0.714,0.714,0.0,0.0,0.585,27.946,149.944,149.944,0.0,0.0,0.01,0.461,2.471,2.471
210409,2104,21,KHM,Prey Rumdeng,Kiri Vong,Takeo,Cambodia,8763.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.749,861.749,0.0,0.0,0.0,0.0,43.087,43.087,0.0,0.0,0.0,432.618,861.749,861.749,0.0,0.0,0.0,12.979,25.852,25.852,0.0,0.0,0.0,432.618,861.749,861.749,0.0,0.0,0.0,2.884,5.745,5.745,0.0,0.0,0.0,432.618,861.749,861.749,0.0,0.0,0.0,1.442,2.872,2.872,0.0,0.0,0.0,861.749,861.749,861.749,0.0,0.0,0.0,4.309,4.309,4.309,0.0,0.0,0.0,861.749,861.749,861.749,0.0,0.0,0.0,0.862,0.862,0.862,0.0,0.0,0.0,950.478,1158.735,1158.735,0.0,0.0,0.0,1.901,2.317,2.317,0.0,0.0,0.0,999.102,1158.735,1158.735,0.0,0.0,0.0,0.999,1.159,1.159,0.0,0.0,0.0,25.375,86.204,86.204,0.0,0.0,0.0,0.29,0.984,0.984
50608,506,5,KHM,Prey Rumduol,Phnum Sruoch,Kampong Speu,Cambodia,3455.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.998,264.981,264.981,0.0,0.0,0.0,6.45,13.249,13.249,0.0,0.0,0.0,264.981,264.981,264.981,0.0,0.0,0.0,7.949,7.949,7.949,0.0,0.0,128.998,264.981,264.981,264.981,0.0,0.0,0.86,1.767,1.767,1.767,0.0,0.0,128.998,264.981,264.981,264.981,0.0,0.0,0.43,0.883,0.883,0.883,0.0,0.0,128.998,264.981,264.981,264.981,0.0,0.0,0.645,1.325,1.325,1.325,0.0,0.0,264.981,264.981,298.809,298.809,0.0,0.0,0.265,0.265,0.299,0.299,0.0,0.0,264.981,264.981,338.939,338.939,0.0,0.0,0.53,0.53,0.678,0.678,0.0,0.0,264.981,338.939,379.963,379.963,0.0,0.0,0.265,0.339,0.38,0.38,0.0,0.0,2.995,19.508,26.53,26.53,0.0,0.0,0.087,0.564,0.768,0.768
120510,1205,12,KHM,Prey Sa,Dangkao,Phnom Penh,Cambodia,25071.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.296,1400.43,4896.362,4896.362,0.0,0.0,8.03,140.043,489.636,489.636,0.0,380.431,7431.329,10999.628,12686.885,12686.885,0.0,19.022,371.566,549.981,634.344,634.344,0.0,2154.566,10870.78,13062.065,14645.573,14645.573,0.0,64.637,326.123,391.862,439.367,439.367,0.0,3261.543,11663.404,13565.03,15278.122,15278.122,0.0,21.744,77.756,90.434,101.854,101.854,0.0,4084.861,12327.046,13971.034,15767.51,15767.51,0.0,13.616,41.09,46.57,52.558,52.558,0.0,6050.994,13256.963,15644.515,20506.321,20506.321,0.0,30.255,66.285,78.223,102.532,102.532,0.0,8473.273,13481.267,16173.34,20942.795,20942.795,0.0,8.473,13.481,16.173,20.943,20.943,176.86,10792.585,15169.755,18881.246,21848.713,21848.713,0.354,21.585,30.34,37.762,43.697,43.697,1680.763,12021.584,16861.075,20837.667,22818.048,22818.048,1.681,12.022,16.861,20.838,22.818,22.818,2.034,191.353,951.532,1371.886,1907.75,1907.75,0.008,0.763,3.795,5.472,7.609,7.609
211007,2110,21,KHM,Prey Sloek,Treang,Takeo,Cambodia,9348.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140808,1408,14,KHM,Prey Sniet,Pea Reang,Prey Veng,Cambodia,4598.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.568,91.927,91.927,0.0,0.0,0.0,0.304,0.613,0.613,0.0,0.0,45.568,91.927,91.927,91.927,0.0,0.0,0.152,0.306,0.306,0.306,0.0,45.568,91.927,138.11,466.029,466.029,0.0,0.228,0.46,0.691,2.33,2.33,0.0,45.568,91.927,138.11,624.954,624.954,0.0,0.046,0.092,0.138,0.625,0.625,0.0,91.927,192.344,546.727,1042.945,1042.945,0.0,0.184,0.385,1.093,2.086,2.086,45.568,138.11,478.668,883.913,1194.212,1194.212,0.046,0.138,0.479,0.884,1.194,1.194,0.046,0.595,1.567,3.416,7.154,7.154,0.001,0.013,0.034,0.074,0.156,0.156
140809,1408,14,KHM,Prey Sralet,Pea Reang,Prey Veng,Cambodia,6985.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.304,588.505,1532.751,2136.868,2136.868,0.0,0.175,3.923,10.218,14.246,14.246,0.0,472.166,1813.559,2943.795,3632.446,3632.446,0.0,1.574,6.045,9.813,12.108,12.108,77.345,1590.679,3455.632,4245.026,4645.809,4645.809,0.387,7.953,17.278,21.225,23.229,23.229,115.573,1966.697,3747.973,4426.047,4767.534,4767.534,0.116,1.967,3.748,4.426,4.768,4.768,317.955,2799.803,4347.427,4779.865,5128.745,5128.745,0.636,5.6,8.695,9.56,10.257,10.257,753.104,3674.505,4721.687,5169.126,5405.001,5405.001,0.753,3.675,4.722,5.169,5.405,5.405,1.891,20.943,44.411,60.411,70.013,70.013,0.027,0.3,0.636,0.865,1.002,1.002
20603,206,2,KHM,Prey Svay,Moung Ruessei,Battambang,Cambodia,14880.104,0.0,0.0,0.0,0.0,99.557,99.557,0.0,0.0,0.0,0.0,19.911,19.911,0.0,0.0,0.0,0.0,380.481,380.481,0.0,0.0,0.0,0.0,38.048,38.048,0.0,0.0,0.0,347.253,1066.935,1066.935,0.0,0.0,0.0,17.363,53.347,53.347,0.0,0.0,173.304,786.838,1339.658,1339.658,0.0,0.0,5.199,23.605,40.19,40.19,0.0,0.0,347.253,786.838,1535.333,1535.333,0.0,0.0,2.315,5.246,10.236,10.236,0.0,0.0,347.253,786.838,1558.429,1558.429,0.0,0.0,1.158,2.623,5.195,5.195,0.0,0.0,786.838,824.37,2022.845,2022.845,0.0,0.0,3.934,4.122,10.114,10.114,0.0,0.0,786.838,824.37,2797.221,2797.221,0.0,0.0,0.787,0.824,2.797,2.797,0.0,0.0,786.838,1644.001,5211.931,5211.931,0.0,0.0,1.574,3.288,10.424,10.424,0.0,0.0,786.838,2727.286,6663.601,6663.601,0.0,0.0,0.787,2.727,6.664,6.664,0.0,0.0,15.753,59.798,196.925,196.925,0.0,0.0,0.106,0.402,1.323,1.323
200706,2007,20,KHM,Prey Ta Ei,Svay Teab,Svay Rieng,Cambodia,2597.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
