ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP5_builtup_WSF19_C5,RP5_builtup_WSF19_C4,RP5_builtup_WSF19_C3,RP5_builtup_WSF19_C2,RP5_builtup_WSF19_C1,RP5_builtup_WSF19_C0,RP5_builtup_WSF19_C5_EAE,RP5_builtup_WSF19_C4_EAE,RP5_builtup_WSF19_C3_EAE,RP5_builtup_WSF19_C2_EAE,RP5_builtup_WSF19_C1_EAE,RP5_builtup_WSF19_C0_EAE,RP10_builtup_WSF19_C5,RP10_builtup_WSF19_C4,RP10_builtup_WSF19_C3,RP10_builtup_WSF19_C2,RP10_builtup_WSF19_C1,RP10_builtup_WSF19_C0,RP10_builtup_WSF19_C5_EAE,RP10_builtup_WSF19_C4_EAE,RP10_builtup_WSF19_C3_EAE,RP10_builtup_WSF19_C2_EAE,RP10_builtup_WSF19_C1_EAE,RP10_builtup_WSF19_C0_EAE,RP20_builtup_WSF19_C5,RP20_builtup_WSF19_C4,RP20_builtup_WSF19_C3,RP20_builtup_WSF19_C2,RP20_builtup_WSF19_C1,RP20_builtup_WSF19_C0,RP20_builtup_WSF19_C5_EAE,RP20_builtup_WSF19_C4_EAE,RP20_builtup_WSF19_C3_EAE,RP20_builtup_WSF19_C2_EAE,RP20_builtup_WSF19_C1_EAE,RP20_builtup_WSF19_C0_EAE,RP50_builtup_WSF19_C5,RP50_builtup_WSF19_C4,RP50_builtup_WSF19_C3,RP50_builtup_WSF19_C2,RP50_builtup_WSF19_C1,RP50_builtup_WSF19_C0,RP50_builtup_WSF19_C5_EAE,RP50_builtup_WSF19_C4_EAE,RP50_builtup_WSF19_C3_EAE,RP50_builtup_WSF19_C2_EAE,RP50_builtup_WSF19_C1_EAE,RP50_builtup_WSF19_C0_EAE,RP75_builtup_WSF19_C5,RP75_builtup_WSF19_C4,RP75_builtup_WSF19_C3,RP75_builtup_WSF19_C2,RP75_builtup_WSF19_C1,RP75_builtup_WSF19_C0,RP75_builtup_WSF19_C5_EAE,RP75_builtup_WSF19_C4_EAE,RP75_builtup_WSF19_C3_EAE,RP75_builtup_WSF19_C2_EAE,RP75_builtup_WSF19_C1_EAE,RP75_builtup_WSF19_C0_EAE,RP100_builtup_WSF19_C5,RP100_builtup_WSF19_C4,RP100_builtup_WSF19_C3,RP100_builtup_WSF19_C2,RP100_builtup_WSF19_C1,RP100_builtup_WSF19_C0,RP100_builtup_WSF19_C5_EAE,RP100_builtup_WSF19_C4_EAE,RP100_builtup_WSF19_C3_EAE,RP100_builtup_WSF19_C2_EAE,RP100_builtup_WSF19_C1_EAE,RP100_builtup_WSF19_C0_EAE,RP200_builtup_WSF19_C5,RP200_builtup_WSF19_C4,RP200_builtup_WSF19_C3,RP200_builtup_WSF19_C2,RP200_builtup_WSF19_C1,RP200_builtup_WSF19_C0,RP200_builtup_WSF19_C5_EAE,RP200_builtup_WSF19_C4_EAE,RP200_builtup_WSF19_C3_EAE,RP200_builtup_WSF19_C2_EAE,RP200_builtup_WSF19_C1_EAE,RP200_builtup_WSF19_C0_EAE,RP250_builtup_WSF19_C5,RP250_builtup_WSF19_C4,RP250_builtup_WSF19_C3,RP250_builtup_WSF19_C2,RP250_builtup_WSF19_C1,RP250_builtup_WSF19_C0,RP250_builtup_WSF19_C5_EAE,RP250_builtup_WSF19_C4_EAE,RP250_builtup_WSF19_C3_EAE,RP250_builtup_WSF19_C2_EAE,RP250_builtup_WSF19_C1_EAE,RP250_builtup_WSF19_C0_EAE,RP500_builtup_WSF19_C5,RP500_builtup_WSF19_C4,RP500_builtup_WSF19_C3,RP500_builtup_WSF19_C2,RP500_builtup_WSF19_C1,RP500_builtup_WSF19_C0,RP500_builtup_WSF19_C5_EAE,RP500_builtup_WSF19_C4_EAE,RP500_builtup_WSF19_C3_EAE,RP500_builtup_WSF19_C2_EAE,RP500_builtup_WSF19_C1_EAE,RP500_builtup_WSF19_C0_EAE,RP1000_builtup_WSF19_C5,RP1000_builtup_WSF19_C4,RP1000_builtup_WSF19_C3,RP1000_builtup_WSF19_C2,RP1000_builtup_WSF19_C1,RP1000_builtup_WSF19_C0,RP1000_builtup_WSF19_C5_EAE,RP1000_builtup_WSF19_C4_EAE,RP1000_builtup_WSF19_C3_EAE,RP1000_builtup_WSF19_C2_EAE,RP1000_builtup_WSF19_C1_EAE,RP1000_builtup_WSF19_C0_EAE,builtup_WSF19_C5_EAE,builtup_WSF19_C4_EAE,builtup_WSF19_C3_EAE,builtup_WSF19_C2_EAE,builtup_WSF19_C1_EAE,builtup_WSF19_C0_EAE,builtup_WSF19_C5_EAE%,builtup_WSF19_C4_EAE%,builtup_WSF19_C3_EAE%,builtup_WSF19_C2_EAE%,builtup_WSF19_C1_EAE%,builtup_WSF19_C0_EAE%
10403,104,1,KHM,Phnum Lieb,Preah Netr Preah,Banteay Meanchey,Cambodia,200.14,0.0,0.0,0.05,1.398,10.62,10.62,0.0,0.0,0.01,0.28,2.124,2.124,0.0,0.0,0.405,2.261,16.758,16.758,0.0,0.0,0.041,0.226,1.676,1.676,0.0,0.0,1.08,3.209,21.091,21.091,0.0,0.0,0.054,0.16,1.055,1.055,0.0,0.372,2.001,5.51,24.568,24.568,0.0,0.011,0.06,0.165,0.737,0.737,0.0,0.375,2.361,6.243,28.816,28.816,0.0,0.003,0.016,0.042,0.192,0.192,0.0,0.399,2.781,7.412,35.406,35.406,0.0,0.001,0.009,0.025,0.118,0.118,0.0,1.234,3.36,12.443,42.75,42.75,0.0,0.006,0.017,0.062,0.214,0.214,0.058,1.298,3.368,16.115,44.73,44.73,0.0,0.001,0.003,0.016,0.045,0.045,0.07,1.934,6.214,22.765,53.853,53.853,0.0,0.004,0.012,0.046,0.108,0.108,0.07,2.561,11.597,30.269,58.696,58.696,0.0,0.003,0.012,0.03,0.059,0.059,0.0,0.029,0.234,1.052,6.326,6.326,0.0,0.014,0.117,0.526,3.161,3.161
130404,1304,13,KHM,Phnum Penh,Kuleaen,Preah Vihear,Cambodia,16.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.019,0.019,0.019,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.007,0.019,0.038,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.019,0.172,0.172,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.007,0.019,0.071,0.3,0.3,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.007,0.019,0.071,0.319,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.071,0.071,0.319,0.319,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.007,0.071,0.09,0.328,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.005,0.0,0.0,0.002,0.008,0.028,0.028
21101,211,2,KHM,Phnum Proek,Phnum Proek,Battambang,Cambodia,97.308,0.218,1.71,4.784,6.108,7.381,7.381,0.044,0.342,0.957,1.222,1.476,1.476,0.218,3.14,6.616,8.431,10.048,10.048,0.022,0.314,0.662,0.843,1.005,1.005,0.322,3.971,7.584,9.724,11.694,11.694,0.016,0.199,0.379,0.486,0.585,0.585,0.834,6.086,9.835,11.651,13.562,13.562,0.025,0.183,0.295,0.35,0.407,0.407,1.21,6.384,10.457,11.815,14.018,14.018,0.008,0.043,0.07,0.079,0.093,0.093,1.324,7.324,10.688,12.719,14.022,14.022,0.004,0.024,0.036,0.042,0.047,0.047,1.515,7.779,11.453,13.376,14.533,14.533,0.008,0.039,0.057,0.067,0.073,0.073,1.683,7.802,11.586,13.376,14.732,14.732,0.002,0.008,0.012,0.013,0.015,0.015,2.311,7.923,12.098,14.0,15.612,15.612,0.005,0.016,0.024,0.028,0.031,0.031,2.311,8.62,13.166,14.348,16.637,16.637,0.002,0.009,0.013,0.014,0.017,0.017,0.135,1.175,2.504,3.144,3.748,3.748,0.139,1.208,2.574,3.231,3.852,3.852
20106,201,2,KHM,Phnum Sampov,Banan,Battambang,Cambodia,136.557,0.0,0.0,0.0,0.0,0.109,0.109,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.0,0.109,0.248,1.528,1.528,0.0,0.0,0.011,0.025,0.153,0.153,0.0,0.0,0.109,0.265,3.755,3.755,0.0,0.0,0.005,0.013,0.188,0.188,0.0,0.0,0.248,1.733,4.33,4.33,0.0,0.0,0.007,0.052,0.13,0.13,0.0,0.0,0.265,2.896,4.602,4.602,0.0,0.0,0.002,0.019,0.031,0.031,0.0,0.0,0.265,3.464,5.429,5.429,0.0,0.0,0.001,0.012,0.018,0.018,0.0,0.109,0.551,4.265,6.379,6.379,0.0,0.001,0.003,0.021,0.032,0.032,0.0,0.109,0.93,4.276,6.869,6.869,0.0,0.0,0.001,0.004,0.007,0.007,0.0,0.109,2.204,4.616,9.646,9.646,0.0,0.0,0.004,0.009,0.019,0.019,0.0,0.248,4.101,5.807,13.228,13.228,0.0,0.0,0.004,0.006,0.013,0.013,0.0,0.001,0.039,0.162,0.612,0.612,0.0,0.001,0.028,0.118,0.448,0.448
130603,1306,13,KHM,Phnum Tbaeng Muoy,Sangkum Thmei,Preah Vihear,Cambodia,14.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130405,1304,13,KHM,Phnum Tbaeng Pir,Kuleaen,Preah Vihear,Cambodia,13.015,0.0,0.0,0.0,0.012,0.012,0.012,0.0,0.0,0.0,0.002,0.002,0.002,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.046,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.046,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.005,0.005,0.0,0.002,0.018,0.036,0.036,0.036
10207,102,1,KHM,Phnum Touch,Mongkol Borei,Banteay Meanchey,Cambodia,131.1,0.0,0.216,3.119,5.964,11.686,11.686,0.0,0.043,0.624,1.193,2.337,2.337,0.0,1.85,7.891,12.216,19.743,19.743,0.0,0.185,0.789,1.222,1.974,1.974,0.011,3.214,11.634,18.641,25.861,25.861,0.001,0.161,0.582,0.932,1.293,1.293,0.011,6.132,15.445,23.76,31.678,31.678,0.0,0.184,0.463,0.713,0.95,0.95,0.011,7.211,17.066,26.093,33.499,33.499,0.0,0.048,0.114,0.174,0.223,0.223,0.011,8.595,18.773,26.885,35.954,35.954,0.0,0.029,0.063,0.09,0.12,0.12,0.531,9.654,21.883,29.982,41.49,41.49,0.003,0.048,0.109,0.15,0.207,0.207,0.531,9.889,23.471,31.343,43.216,43.216,0.001,0.01,0.023,0.031,0.043,0.043,1.254,11.094,26.218,34.094,46.121,46.121,0.003,0.022,0.052,0.068,0.092,0.092,1.334,12.942,28.913,38.865,51.001,51.001,0.001,0.013,0.029,0.039,0.051,0.051,0.008,0.743,2.849,4.611,7.292,7.292,0.006,0.567,2.173,3.517,5.562,5.562
50106,501,5,KHM,Phong,Basedth,Kampong Speu,Cambodia,42.269,0.0,0.0,0.0,0.365,0.538,0.538,0.0,0.0,0.0,0.073,0.108,0.108,0.0,0.0,0.0,0.45,0.538,0.538,0.0,0.0,0.0,0.045,0.054,0.054,0.0,0.0,0.333,0.538,0.538,0.538,0.0,0.0,0.017,0.027,0.027,0.027,0.0,0.0,0.381,0.538,0.538,0.538,0.0,0.0,0.011,0.016,0.016,0.016,0.0,0.0,0.381,0.538,0.538,0.538,0.0,0.0,0.003,0.004,0.004,0.004,0.0,0.0,0.392,0.538,0.538,0.538,0.0,0.0,0.001,0.002,0.002,0.002,0.0,0.0,0.45,0.538,0.538,0.538,0.0,0.0,0.002,0.003,0.003,0.003,0.0,0.0,0.45,0.538,0.538,0.538,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.538,0.538,0.612,0.612,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.538,0.538,0.612,0.612,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.036,0.171,0.215,0.215,0.0,0.0,0.086,0.405,0.509,0.509
40107,401,4,KHM,Phsar,Baribour,Kampong Chhnang,Cambodia,44.998,0.0,0.0,0.163,0.822,4.834,4.834,0.0,0.0,0.033,0.164,0.967,0.967,0.0,0.024,0.463,1.445,6.178,6.178,0.0,0.002,0.046,0.144,0.618,0.618,0.0,0.094,0.61,1.872,6.807,6.807,0.0,0.005,0.03,0.094,0.34,0.34,0.0,0.163,1.181,2.089,7.554,7.554,0.0,0.005,0.035,0.063,0.227,0.227,0.0,0.163,1.181,2.775,9.147,9.147,0.0,0.001,0.008,0.018,0.061,0.061,0.0,0.163,1.473,2.783,10.338,10.338,0.0,0.001,0.005,0.009,0.034,0.034,0.0,0.327,1.676,3.769,11.087,11.087,0.0,0.002,0.008,0.019,0.055,0.055,0.0,0.327,2.096,3.846,11.128,11.128,0.0,0.0,0.002,0.004,0.011,0.011,0.0,0.463,3.408,5.389,12.545,12.545,0.0,0.001,0.007,0.011,0.025,0.025,0.0,0.588,4.024,6.112,14.557,14.557,0.0,0.001,0.004,0.006,0.015,0.015,0.0,0.017,0.179,0.533,2.353,2.353,0.0,0.038,0.398,1.183,5.23,5.23
120209,1202,12,KHM,Phsar Chas,Doun Penh,Phnom Penh,Cambodia,13.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537,1.537,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,1.537,2.473,2.473,0.0,0.0,0.0,0.005,0.008,0.008,0.0,0.0,2.473,3.982,3.982,3.982,0.0,0.0,0.012,0.02,0.02,0.02,0.0,0.0,3.23,3.982,4.854,4.854,0.0,0.0,0.003,0.004,0.005,0.005,0.0,1.537,3.982,4.854,5.638,5.638,0.0,0.003,0.008,0.01,0.011,0.011,0.0,3.982,4.854,5.638,6.371,6.371,0.0,0.004,0.005,0.006,0.006,0.006,0.0,0.007,0.028,0.044,0.061,0.061,0.0,0.053,0.213,0.332,0.456,0.456
40301,403,4,KHM,Phsar Chhnang,Kampong Chhnang,Kampong Chhnang,Cambodia,81.689,0.0,0.0,0.088,0.442,2.319,2.319,0.0,0.0,0.018,0.088,0.464,0.464,0.0,0.442,4.758,6.49,9.535,9.535,0.0,0.044,0.476,0.649,0.953,0.953,1.181,13.509,18.116,20.82,24.583,24.583,0.059,0.675,0.906,1.041,1.229,1.229,10.484,21.003,33.112,36.555,42.897,42.897,0.315,0.63,0.993,1.097,1.287,1.287,13.108,25.533,36.555,42.897,45.172,45.172,0.087,0.17,0.244,0.286,0.301,0.301,14.237,28.414,40.025,44.904,45.481,45.481,0.047,0.095,0.133,0.15,0.152,0.152,18.824,35.394,45.172,47.124,49.815,49.815,0.094,0.177,0.226,0.236,0.249,0.249,19.385,36.555,45.172,47.749,51.33,51.33,0.019,0.037,0.045,0.048,0.051,0.051,21.003,42.897,47.749,51.33,53.976,53.976,0.042,0.086,0.095,0.103,0.108,0.108,25.533,45.172,51.33,54.89,58.751,58.751,0.026,0.045,0.051,0.055,0.059,0.059,0.689,1.959,3.188,3.752,4.853,4.853,0.844,2.398,3.902,4.593,5.941,5.941
80911,809,8,KHM,Phsar Daek,Ponhea Lueu,Kandal,Cambodia,93.885,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.151,0.151,0.151,0.151,0.0,0.0,0.005,0.005,0.005,0.005,0.011,0.151,0.151,0.151,0.198,0.198,0.0,0.001,0.001,0.001,0.001,0.001,0.011,0.151,0.151,0.198,0.247,0.247,0.0,0.001,0.001,0.001,0.001,0.001,0.139,0.151,0.247,0.247,0.374,0.374,0.001,0.001,0.001,0.001,0.002,0.002,0.151,0.198,0.247,0.374,0.393,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.247,0.374,0.393,0.507,0.507,0.0,0.0,0.001,0.001,0.001,0.001,0.151,0.247,0.393,0.507,1.341,1.341,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.004,0.009,0.009,0.012,0.012,0.001,0.004,0.009,0.01,0.012,0.012
120409,1204,12,KHM,Phsar Daeum Kor,Tuol Kouk,Phnom Penh,Cambodia,56.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.937,1.937,0.0,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,1.937,6.041,6.041,0.0,0.0,0.0,0.006,0.02,0.02,0.0,0.0,1.937,7.613,11.953,11.953,0.0,0.0,0.01,0.038,0.06,0.06,0.0,0.0,4.893,7.613,12.858,12.858,0.0,0.0,0.005,0.008,0.013,0.013,0.0,0.0,7.613,14.401,19.652,19.652,0.0,0.0,0.015,0.029,0.039,0.039,0.0,4.893,14.585,20.904,26.061,26.061,0.0,0.005,0.015,0.021,0.026,0.026,0.0,0.005,0.044,0.102,0.171,0.171,0.0,0.009,0.079,0.182,0.305,0.305
120112,1201,12,KHM,Phsar Daeum Thkov,Chamkar Mon,Phnom Penh,Cambodia,92.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.501,33.152,33.152,0.0,0.0,0.0,0.175,1.658,1.658,0.0,0.0,39.437,46.04,65.099,65.099,0.0,0.0,1.183,1.381,1.953,1.953,0.0,35.503,49.938,55.895,73.986,73.986,0.0,0.237,0.333,0.373,0.493,0.493,39.437,65.781,73.986,73.986,73.986,73.986,0.131,0.219,0.247,0.247,0.247,0.247,72.549,73.986,73.986,73.986,73.986,73.986,0.363,0.37,0.37,0.37,0.37,0.37,73.986,73.986,73.986,73.986,73.986,73.986,0.074,0.074,0.074,0.074,0.074,0.074,73.986,73.986,73.986,73.986,73.986,73.986,0.148,0.148,0.148,0.148,0.148,0.148,73.986,73.986,73.986,73.986,73.986,73.986,0.074,0.074,0.074,0.074,0.074,0.074,0.79,1.122,2.429,2.841,5.016,5.016,0.852,1.21,2.619,3.064,5.409,5.409
120403,1204,12,KHM,Phsar Depou Ti Bei,Tuol Kouk,Phnom Penh,Cambodia,42.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143,1.143,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.546,1.892,4.557,4.557,0.0,0.0,0.001,0.002,0.005,0.005,0.0,0.0,0.001,0.002,0.007,0.007,0.0,0.0,0.001,0.004,0.016,0.016
120401,1204,12,KHM,Phsar Depou Ti Muoy,Tuol Kouk,Phnom Penh,Cambodia,40.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.65,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.65,0.65,2.06,2.06,0.0,0.0,0.003,0.003,0.01,0.01,0.0,0.0,0.65,1.233,2.853,2.853,0.0,0.0,0.001,0.001,0.003,0.003,0.0,0.0,2.06,4.019,6.093,6.093,0.0,0.0,0.004,0.008,0.012,0.012,0.0,0.65,4.863,7.643,13.48,13.48,0.0,0.001,0.005,0.008,0.013,0.013,0.0,0.001,0.013,0.02,0.041,0.041,0.0,0.002,0.032,0.05,0.101,0.101
120402,1204,12,KHM,Phsar Depou Ti Pir,Tuol Kouk,Phnom Penh,Cambodia,17.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11003,110,1,KHM,Phsar Kandal,Paoy Paet,Banteay Meanchey,Cambodia,552.036,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,4.084,8.422,20.152,20.152,0.0,0.0,0.408,0.842,2.015,2.015,0.0,4.084,12.852,60.337,109.673,109.673,0.0,0.204,0.643,3.017,5.484,5.484,0.0,6.938,36.987,91.066,133.634,133.634,0.0,0.208,1.11,2.732,4.009,4.009,0.0,8.171,51.268,99.42,141.537,141.537,0.0,0.054,0.342,0.663,0.944,0.944,0.0,8.422,57.985,108.03,145.565,145.565,0.0,0.028,0.193,0.36,0.485,0.485,0.0,11.458,76.107,124.575,154.359,154.359,0.0,0.057,0.381,0.623,0.772,0.772,0.0,12.314,84.235,128.158,156.473,156.473,0.0,0.012,0.084,0.128,0.156,0.156,0.0,17.81,98.085,140.191,160.228,160.228,0.0,0.036,0.196,0.28,0.32,0.32,0.0,25.861,110.766,149.19,165.705,165.705,0.0,0.026,0.111,0.149,0.166,0.166,0.0,0.626,3.467,8.795,14.357,14.357,0.0,0.113,0.628,1.593,2.601,2.601
120205,1202,12,KHM,Phsar Kandal Ti Muoy,Doun Penh,Phnom Penh,Cambodia,26.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881,0.881,0.0,0.0,0.0,0.0,0.044,0.044,0.0,0.58,3.205,5.809,8.654,8.654,0.0,0.017,0.096,0.174,0.26,0.26,0.0,2.237,6.56,9.445,10.931,10.931,0.0,0.015,0.044,0.063,0.073,0.073,0.0,3.205,9.445,10.931,14.043,14.043,0.0,0.011,0.031,0.036,0.047,0.047,0.0,8.062,12.721,16.221,18.886,18.886,0.0,0.04,0.064,0.081,0.094,0.094,0.564,9.445,14.836,18.055,18.886,18.886,0.001,0.009,0.015,0.018,0.019,0.019,2.505,12.721,18.886,19.856,19.856,19.856,0.005,0.025,0.038,0.04,0.04,0.04,4.332,16.221,19.856,19.856,19.856,19.856,0.004,0.016,0.02,0.02,0.02,0.02,0.01,0.134,0.307,0.432,0.596,0.596,0.037,0.509,1.163,1.636,2.256,2.256
120206,1202,12,KHM,Phsar Kandal Ti Pir,Doun Penh,Phnom Penh,Cambodia,20.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877,0.877,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.877,2.065,2.065,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.877,2.944,4.448,4.448,0.0,0.0,0.002,0.006,0.009,0.009,0.0,0.0,2.944,5.066,6.528,6.528,0.0,0.0,0.003,0.005,0.007,0.007,0.0,0.0,0.005,0.012,0.022,0.022,0.0,0.0,0.022,0.056,0.104,0.104
