ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP10_pop_WPOP20_C6,RP10_pop_WPOP20_C5,RP10_pop_WPOP20_C4,RP10_pop_WPOP20_C3,RP10_pop_WPOP20_C2,RP10_pop_WPOP20_C1,RP10_pop_WPOP20_C0,RP10_pop_WPOP20_C6_EAE,RP10_pop_WPOP20_C5_EAE,RP10_pop_WPOP20_C4_EAE,RP10_pop_WPOP20_C3_EAE,RP10_pop_WPOP20_C2_EAE,RP10_pop_WPOP20_C1_EAE,RP10_pop_WPOP20_C0_EAE,RP20_pop_WPOP20_C6,RP20_pop_WPOP20_C5,RP20_pop_WPOP20_C4,RP20_pop_WPOP20_C3,RP20_pop_WPOP20_C2,RP20_pop_WPOP20_C1,RP20_pop_WPOP20_C0,RP20_pop_WPOP20_C6_EAE,RP20_pop_WPOP20_C5_EAE,RP20_pop_WPOP20_C4_EAE,RP20_pop_WPOP20_C3_EAE,RP20_pop_WPOP20_C2_EAE,RP20_pop_WPOP20_C1_EAE,RP20_pop_WPOP20_C0_EAE,RP50_pop_WPOP20_C6,RP50_pop_WPOP20_C5,RP50_pop_WPOP20_C4,RP50_pop_WPOP20_C3,RP50_pop_WPOP20_C2,RP50_pop_WPOP20_C1,RP50_pop_WPOP20_C0,RP50_pop_WPOP20_C6_EAE,RP50_pop_WPOP20_C5_EAE,RP50_pop_WPOP20_C4_EAE,RP50_pop_WPOP20_C3_EAE,RP50_pop_WPOP20_C2_EAE,RP50_pop_WPOP20_C1_EAE,RP50_pop_WPOP20_C0_EAE,RP100_pop_WPOP20_C6,RP100_pop_WPOP20_C5,RP100_pop_WPOP20_C4,RP100_pop_WPOP20_C3,RP100_pop_WPOP20_C2,RP100_pop_WPOP20_C1,RP100_pop_WPOP20_C0,RP100_pop_WPOP20_C6_EAE,RP100_pop_WPOP20_C5_EAE,RP100_pop_WPOP20_C4_EAE,RP100_pop_WPOP20_C3_EAE,RP100_pop_WPOP20_C2_EAE,RP100_pop_WPOP20_C1_EAE,RP100_pop_WPOP20_C0_EAE,RP200_pop_WPOP20_C6,RP200_pop_WPOP20_C5,RP200_pop_WPOP20_C4,RP200_pop_WPOP20_C3,RP200_pop_WPOP20_C2,RP200_pop_WPOP20_C1,RP200_pop_WPOP20_C0,RP200_pop_WPOP20_C6_EAE,RP200_pop_WPOP20_C5_EAE,RP200_pop_WPOP20_C4_EAE,RP200_pop_WPOP20_C3_EAE,RP200_pop_WPOP20_C2_EAE,RP200_pop_WPOP20_C1_EAE,RP200_pop_WPOP20_C0_EAE,RP500_pop_WPOP20_C6,RP500_pop_WPOP20_C5,RP500_pop_WPOP20_C4,RP500_pop_WPOP20_C3,RP500_pop_WPOP20_C2,RP500_pop_WPOP20_C1,RP500_pop_WPOP20_C0,RP500_pop_WPOP20_C6_EAE,RP500_pop_WPOP20_C5_EAE,RP500_pop_WPOP20_C4_EAE,RP500_pop_WPOP20_C3_EAE,RP500_pop_WPOP20_C2_EAE,RP500_pop_WPOP20_C1_EAE,RP500_pop_WPOP20_C0_EAE,pop_WPOP20_C6_EAE,pop_WPOP20_C5_EAE,pop_WPOP20_C4_EAE,pop_WPOP20_C3_EAE,pop_WPOP20_C2_EAE,pop_WPOP20_C1_EAE,pop_WPOP20_C0_EAE,pop_WPOP20_C6_EAE%,pop_WPOP20_C5_EAE%,pop_WPOP20_C4_EAE%,pop_WPOP20_C3_EAE%,pop_WPOP20_C2_EAE%,pop_WPOP20_C1_EAE%,pop_WPOP20_C0_EAE%
180301,1803,18,KHM,Kampenh,Stueng Hav,Preah Sihanouk,Cambodia,1140.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190101,1901,19,KHM,Kamphun,Sesan,Stung Treng,Cambodia,4018.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782.176,2782.176,0.0,0.0,0.0,0.0,0.0,13.911,13.911,0.0,0.0,0.0,0.0,0.0,3859.057,3859.057,0.0,0.0,0.0,0.0,0.0,11.577,11.577,0.0,0.0,0.0,0.0,0.0,25.488,25.488,0.0,0.0,0.0,0.0,0.0,0.634,0.634
250706,2507,25,KHM,Kampoan,Memot,Tboung Khmum,Cambodia,20246.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20246.492,20246.492,0.0,0.0,0.0,0.0,0.0,202.465,202.465,0.0,0.0,0.0,0.0,0.0,20246.492,20246.492,0.0,0.0,0.0,0.0,0.0,101.232,101.232,0.0,0.0,0.0,0.0,0.0,20246.492,20246.492,0.0,0.0,0.0,0.0,0.0,60.739,60.739,0.0,0.0,0.0,0.0,0.0,364.437,364.437,0.0,0.0,0.0,0.0,0.0,1.8,1.8
200305,2003,20,KHM,Kampong Ampil,Rumduol,Svay Rieng,Cambodia,2658.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2658.025,2658.025,0.0,0.0,0.0,0.0,0.0,26.58,26.58,0.0,0.0,0.0,0.0,0.0,2658.025,2658.025,0.0,0.0,0.0,0.0,0.0,13.29,13.29,0.0,0.0,0.0,0.0,0.0,2658.025,2658.025,0.0,0.0,0.0,0.0,0.0,7.974,7.974,0.0,0.0,0.0,0.0,0.0,47.844,47.844,0.0,0.0,0.0,0.0,0.0,1.8,1.8
70803,708,7,KHM,Kampong Bay,Kampot,Kampot,Cambodia,4730.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4049.924,4049.924,0.0,0.0,0.0,0.0,0.0,40.499,40.499,0.0,0.0,0.0,0.0,0.0,4049.924,4049.924,0.0,0.0,0.0,0.0,0.0,20.25,20.25,0.0,0.0,0.0,0.0,4049.924,4049.924,4049.924,0.0,0.0,0.0,0.0,12.15,12.15,12.15,0.0,0.0,0.0,0.0,12.15,72.899,72.899,0.0,0.0,0.0,0.0,0.257,1.541,1.541
200303,2003,20,KHM,Kampong Chak,Rumduol,Svay Rieng,Cambodia,3716.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3716.457,3716.457,0.0,0.0,0.0,0.0,0.0,111.494,111.494,0.0,0.0,0.0,0.0,0.0,3716.457,3716.457,0.0,0.0,0.0,0.0,0.0,37.165,37.165,0.0,0.0,0.0,0.0,0.0,3716.457,3716.457,0.0,0.0,0.0,0.0,0.0,18.582,18.582,0.0,0.0,0.0,0.0,0.0,3716.457,3716.457,0.0,0.0,0.0,0.0,0.0,11.149,11.149,0.0,0.0,0.0,0.0,0.0,178.39,178.39,0.0,0.0,0.0,0.0,0.0,4.8,4.8
30502,305,3,KHM,Kampong Cham,Kampong Cham,Kampong Cham,Cambodia,11003.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9341.007,9341.007,0.0,0.0,0.0,0.0,0.0,46.705,46.705,0.0,0.0,0.0,0.0,0.0,9341.007,9341.007,0.0,0.0,0.0,0.0,0.0,28.023,28.023,0.0,0.0,0.0,0.0,0.0,74.728,74.728,0.0,0.0,0.0,0.0,0.0,0.679,0.679
100402,1004,10,KHM,Kampong Cham,Sambour,Kratie,Cambodia,10421.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10181.357,10181.357,0.0,0.0,0.0,0.0,0.0,50.907,50.907,0.0,0.0,0.0,0.0,0.0,10421.954,10421.954,0.0,0.0,0.0,0.0,0.0,31.266,31.266,0.0,0.0,0.0,0.0,0.0,82.173,82.173,0.0,0.0,0.0,0.0,0.0,0.788,0.788
80303,803,8,KHM,Kampong Chamlang,Khsach Kandal,Kandal,Cambodia,4717.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3931.598,3931.598,0.0,0.0,0.0,0.0,0.0,19.658,19.658,0.0,0.0,0.0,0.0,0.0,3931.598,3931.598,0.0,0.0,0.0,0.0,0.0,11.795,11.795,0.0,0.0,0.0,0.0,0.0,31.453,31.453,0.0,0.0,0.0,0.0,0.0,0.667,0.667
200504,2005,20,KHM,Kampong Chamlang,Svay Chrum,Svay Rieng,Cambodia,7644.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7644.127,7644.127,0.0,0.0,0.0,0.0,0.0,229.324,229.324,0.0,0.0,0.0,0.0,0.0,7644.127,7644.127,0.0,0.0,0.0,0.0,0.0,76.441,76.441,0.0,0.0,0.0,0.0,0.0,7644.127,7644.127,0.0,0.0,0.0,0.0,0.0,38.221,38.221,0.0,0.0,0.0,0.0,0.0,7644.127,7644.127,0.0,0.0,0.0,0.0,0.0,22.932,22.932,0.0,0.0,0.0,0.0,0.0,366.918,366.918,0.0,0.0,0.0,0.0,0.0,4.8,4.8
60804,608,6,KHM,Kampong Chen Cheung,Stoung,Kampong Thom,Cambodia,6350.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60805,608,6,KHM,Kampong Chen Tboung,Stoung,Kampong Thom,Cambodia,8950.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40302,403,4,KHM,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,Cambodia,16625.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15516.813,15516.813,0.0,0.0,0.0,0.0,0.0,46.55,46.55,0.0,0.0,0.0,0.0,0.0,46.55,46.55,0.0,0.0,0.0,0.0,0.0,0.28,0.28
100104,1001,10,KHM,Kampong Damrei,Chhloung,Kratie,Cambodia,10867.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10867.615,10867.615,0.0,0.0,0.0,0.0,0.0,108.676,108.676,0.0,0.0,0.0,0.0,0.0,10867.615,10867.615,0.0,0.0,0.0,0.0,0.0,54.338,54.338,0.0,0.0,0.0,0.0,0.0,10867.615,10867.615,0.0,0.0,0.0,0.0,0.0,32.603,32.603,0.0,0.0,0.0,0.0,0.0,195.617,195.617,0.0,0.0,0.0,0.0,0.0,1.8,1.8
40403,404,4,KHM,Kampong Hau,Kampong Leaeng,Kampong Chhnang,Cambodia,6973.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6938.633,6938.633,0.0,0.0,0.0,0.0,0.0,20.816,20.816,0.0,0.0,0.0,0.0,0.0,20.816,20.816,0.0,0.0,0.0,0.0,0.0,0.298,0.298
70801,708,7,KHM,Kampong Kandal,Kampot,Kampot,Cambodia,10150.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7922.332,7922.332,0.0,0.0,0.0,0.0,0.0,79.223,79.223,0.0,0.0,0.0,0.0,0.0,7922.332,7922.332,0.0,0.0,0.0,0.0,0.0,39.612,39.612,0.0,0.0,0.0,0.0,7922.332,7922.332,7922.332,0.0,0.0,0.0,0.0,23.767,23.767,23.767,0.0,0.0,0.0,0.0,23.767,142.602,142.602,0.0,0.0,0.0,0.0,0.234,1.405,1.405
170403,1704,17,KHM,Kampong Kdei,Chi Kraeng,Siemreap,Cambodia,17736.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171104,1711,17,KHM,Kampong Khleang,Soutr Nikom,Siemreap,Cambodia,9908.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80403,804,8,KHM,Kampong Kong,Kaoh Thum,Kandal,Cambodia,10575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9415.041,9415.041,0.0,0.0,0.0,0.0,0.0,94.15,94.15,0.0,0.0,0.0,0.0,0.0,9415.041,9415.041,0.0,0.0,0.0,0.0,0.0,47.075,47.075,0.0,0.0,0.0,0.0,0.0,9415.041,9415.041,0.0,0.0,0.0,0.0,0.0,28.245,28.245,0.0,0.0,0.0,0.0,0.0,169.471,169.471,0.0,0.0,0.0,0.0,0.0,1.603,1.603
100303,1003,10,KHM,Kampong Kor,Prek Prasab,Kratie,Cambodia,4878.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4878.78,4878.78,0.0,0.0,0.0,0.0,0.0,24.394,24.394,0.0,0.0,0.0,0.0,0.0,4878.78,4878.78,0.0,0.0,0.0,0.0,0.0,14.636,14.636,0.0,0.0,0.0,0.0,0.0,39.03,39.03,0.0,0.0,0.0,0.0,0.0,0.8,0.8
60203,602,6,KHM,Kampong Kou,Kampong Svay,Kampong Thom,Cambodia,6227.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60306,603,6,KHM,Kampong Krabau,Stueng Saen,Kampong Thom,Cambodia,3562.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70703,707,7,KHM,Kampong Kraeng,Tuek Chhou,Kampot,Cambodia,2924.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2522.89,2522.89,0.0,0.0,0.0,0.0,0.0,25.229,25.229,0.0,0.0,0.0,0.0,0.0,2522.89,2522.89,0.0,0.0,0.0,0.0,0.0,12.614,12.614,0.0,0.0,0.0,0.0,2522.89,2522.89,2522.89,0.0,0.0,0.0,0.0,7.569,7.569,7.569,0.0,0.0,0.0,0.0,7.569,45.412,45.412,0.0,0.0,0.0,0.0,0.259,1.553,1.553
210304,2103,21,KHM,Kampong Krasang,Borei Cholsar,Takeo,Cambodia,3532.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3532.097,3532.097,0.0,0.0,0.0,0.0,0.0,35.321,35.321,0.0,0.0,0.0,0.0,0.0,3532.097,3532.097,0.0,0.0,0.0,0.0,0.0,17.66,17.66,0.0,0.0,0.0,0.0,0.0,3532.097,3532.097,0.0,0.0,0.0,0.0,0.0,10.596,10.596,0.0,0.0,0.0,0.0,0.0,63.578,63.578,0.0,0.0,0.0,0.0,0.0,1.8,1.8
141003,1410,14,KHM,Kampong Leav,Prey Veng,Prey Veng,Cambodia,12354.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12069.367,12069.367,0.0,0.0,0.0,0.0,0.0,120.694,120.694,0.0,0.0,0.0,0.0,0.0,12069.367,12069.367,0.0,0.0,0.0,0.0,0.0,60.347,60.347,0.0,0.0,0.0,0.0,0.0,12069.367,12069.367,0.0,0.0,0.0,0.0,0.0,36.208,36.208,0.0,0.0,0.0,0.0,0.0,217.249,217.249,0.0,0.0,0.0,0.0,0.0,1.758,1.758
20902,209,2,KHM,Kampong Lpov,Samlout,Battambang,Cambodia,8810.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2610.162,2610.162,0.0,0.0,0.0,0.0,0.0,13.051,13.051,0.0,0.0,0.0,0.0,0.0,8718.095,8718.095,0.0,0.0,0.0,0.0,0.0,26.154,26.154,0.0,0.0,0.0,0.0,0.0,39.205,39.205,0.0,0.0,0.0,0.0,0.0,0.445,0.445
80903,809,8,KHM,Kampong Luong,Ponhea Lueu,Kandal,Cambodia,10408.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9820.977,9820.977,0.0,0.0,0.0,0.0,0.0,49.105,49.105,0.0,0.0,0.0,0.0,0.0,9820.977,9820.977,0.0,0.0,0.0,0.0,0.0,29.463,29.463,0.0,0.0,0.0,0.0,0.0,78.568,78.568,0.0,0.0,0.0,0.0,0.0,0.755,0.755
150305,1503,15,KHM,Kampong Luong,Krakor,Pursat,Cambodia,217.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.185,147.185,0.0,0.0,0.0,0.0,0.0,0.442,0.442,0.0,0.0,0.0,0.0,0.0,0.442,0.442,0.0,0.0,0.0,0.0,0.0,0.203,0.203
80904,809,8,KHM,Kampong Os,Ponhea Lueu,Kandal,Cambodia,6810.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6761.973,6761.973,0.0,0.0,0.0,0.0,0.0,33.81,33.81,0.0,0.0,0.0,0.0,0.0,6761.973,6761.973,0.0,0.0,0.0,0.0,0.0,20.286,20.286,0.0,0.0,0.0,0.0,0.0,54.096,54.096,0.0,0.0,0.0,0.0,0.0,0.794,0.794
40203,402,4,KHM,Kampong Ous,Chol Kiri,Kampong Chhnang,Cambodia,2287.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.78,1976.78,0.0,0.0,0.0,0.0,0.0,5.93,5.93,0.0,0.0,0.0,0.0,0.0,5.93,5.93,0.0,0.0,0.0,0.0,0.0,0.259,0.259
170904,1709,17,KHM,Kampong Phluk,Prasat Bakong,Siemreap,Cambodia,3022.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
